painting,speaker,level,sentences,радость_model1,грусть_model1,страх_model1,гнев_model1,удивление_model1,радость_model2,грусть_model2,страх_model2,гнев_model2,удивление_model2,радость_model3,грусть_model3,страх_model3,гнев_model3,удивление_model3,радость_model4,грусть_model4,страх_model4,гнев_model4,удивление_model4
Кандинский,Варя,Средний,"Они очень сильно привлекают внимание. /// Поэтому, отвечая на твой предыдущий вопрос, мне кажется, все-таки, наверное, не хотела бы оказаться, потому что эти темные пятна начинают меня немного настораживать. /// М-м-м…",1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,,,,,
Кандинский,Варя,Средний,"Они… /// Они выглядят очень интересно. /// Я даже близко не могу представить, что это может быть.",1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,,,,,
Кандинский,Варя,Средний,"Очень большое обилие именно таких темных, резких цветов, которые очень-очень сильно контрастируют с яркими, такими светлыми, светлыми… /// Светло-голубой, светло-зеленый, лазурный цвет, желтый. /// И вот именно эти темные пятна, которые находятся посередине картины, как будто дают ощущение вот именно…",2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,,,,,
Кандинский,Варя,Средний,"Ощущение, как будто бы… /// Я бы сказала, такое… /// Чувство какого-то ожидания.",1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Варя,Средний,"Ощущение, как будто здесь какая-то возвышенность. /// Здесь проходят вот эти вот тонкие-тонкие деревья и леса. /// И…",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Варя,Средний,"Почему оно идет именно таким образом? /// Именно не в плане, как нарисовано, а именно просто, в принципе, ощущение от этой дороги, что как будто бы она идет в никуда. /// Или у нее есть какой-то конечный путь.",1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,,,,,
Кандинский,Варя,Средний,"Поэтому, отвечая на твой предыдущий вопрос, мне кажется, все-таки, наверное, не хотела бы оказаться, потому что эти темные пятна начинают меня немного настораживать. /// М-м-м… /// Интересны вот эти вот треугольники, которые около центра, но ближе все-таки к правой стороне.",1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,,,,,
Кандинский,Варя,Средний,"Резкие акценты на этой картине. /// Именно вот этих вот цветов. /// То есть первое, что вижу, это вот именно это темное пятно, которое находится слева и вдалеке, справа.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Варя,Средний,"С розовым пятном даже, наверное, посередине. /// Они… /// Они выглядят очень интересно.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Варя,Средний,"Светло-голубой, светло-зеленый, лазурный цвет, желтый. /// И вот именно эти темные пятна, которые находятся посередине картины, как будто дают ощущение вот именно… /// Вот именно…",2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,
Кандинский,Варя,Средний,"Такой с розовым кружком… /// С розовым пятном даже, наверное, посередине. /// Они…",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Варя,Средний,"Такой. /// Ну, если смотреть через инверсию, то это солнце. /// Ага.",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Варя,Средний,"То есть первое, что вижу, это вот именно это темное пятно, которое находится слева и вдалеке, справа. /// Вот это тоже другое темное пятно. /// Они очень сильно привлекают внимание.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,
Кандинский,Варя,Средний,Фу! /// Резкие акценты на этой картине. /// Именно вот этих вот цветов.,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,,,,,
Кандинский,Варя,Средний,"Хотя, не факт, но примерно можно… /// Если это то, что я себе представляю, а я себе представляю пляжик, горку, дорожку, то это да, вполне себе можно. /// Есть еще некоторые…",2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Варя,Средний,Что это? /// Как… /// Как именно оно в конце завершится?,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Варя,Средний,Чувство какого-то ожидания. /// Ожидания чего-то. /// Как будто ты смотришь туда и…,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Варя,Средний,"Это дорога куда-то в далекое пространство, которого, скорее всего, даже нет в этом мире. /// Ощущение, как будто здесь какая-то возвышенность. /// Здесь проходят вот эти вот тонкие-тонкие деревья и леса.",1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,,,,,
Кандинский,Варя,Средний,"Это как будто бы какая-то дорога. /// Это дорога куда-то в далекое пространство, которого, скорее всего, даже нет в этом мире. /// Ощущение, как будто здесь какая-то возвышенность.",1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,,,,,
Кандинский,Варя,Средний,"Я бы сказала, такое… /// Чувство какого-то ожидания. /// Ожидания чего-то.",1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Варя,Средний,"Я даже не могу сказать, некоторой тревожности, что ли, потому что очень резко… /// Фу! /// Резкие акценты на этой картине.",1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,5.0,4.0,3.0,,,,,
Кандинский,Даниил,Средний,"А сбоку от него птичка. /// Ну это так, образ. /// И стоят они у какой-то палки, которая стои(т)..",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Даниил,Средний,"А сейчас ну уже чувство чувствую такое.. /// Ну не то что нет эмоций, просто разглядел получше. /// Ну мне она не импонирует и никак не..",1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,,,,,
Кандинский,Даниил,Средний,Ассоциативная картина. /// Ну вот по центру как будто бы паук стоит. /// А сбоку от него птичка.,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,,,,,
Кандинский,Даниил,Средний,"Если я там окажусь, неизвестно, что там будет. /// Ну здесь слишком все гипертрофировано просто. /// Очень много оттенков.",1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,,,,,
Кандинский,Даниил,Средний,"И сверху краски разные. /// Цветовая гамма там как будто небо, ну потому что там многообразие всего. /// Ну первое, что голову приходит.",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,,,,,
Кандинский,Даниил,Средний,"И стоят они у какой-то палки, которая стои(т).. /// просто лежит на земле. /// И сверху краски разные.",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Даниил,Средний,Изображение природы. /// Ну да забавная. /// позитивом веет немного.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Даниил,Средний,"Интересна своей необычностью. /// Надо вглядываться, чтобы что-то свое увидеть, как все люди так делают в такие моменты, наверное. /// Мне кажется она сделана так, чтобы каждый видел в ней что-то свое, ассоциациями.",3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,"Как будто на ветке это либо на холме сидят животные. /// Ну, может быть. /// Первое что пришло.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,
Кандинский,Даниил,Средний,"Как будто паука кого-то вижу, птичку. /// Как будто на ветке это либо на холме сидят животные. /// Ну, может быть.",1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,"Мне кажется она сделана так, чтобы каждый видел в ней что-то свое, ассоциациями. /// Ассоциативная картина. /// Ну вот по центру как будто бы паук стоит.",1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,,,,,
Кандинский,Даниил,Средний,"Наверное нет. /// Ну тут все слишком непонятно. /// Если я там окажусь, неизвестно, что там будет.",1.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,,,,,
Кандинский,Даниил,Средний,"Надо вглядываться, чтобы что-то свое увидеть, как все люди так делают в такие моменты, наверное. /// Мне кажется она сделана так, чтобы каждый видел в ней что-то свое, ассоциациями. /// Ассоциативная картина.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,Но ассоциация сразу идет с природой почему-то у меня. /// Изображение природы. /// Ну да забавная.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,"Ну вначале я удивился просто, когда первый раз посмотрел, потому что неожиданно было увидеть такую картину. /// А сейчас ну уже чувство чувствую такое.. /// Ну не то что нет эмоций, просто разглядел получше.",1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,,,,,
Кандинский,Даниил,Средний,"Ну вот красиво выглядит синий цвет, разные вариации, хорошо обыгрываются. /// Так просто, любопытная, интересная картина. /// Интересна своей необычностью.",4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Даниил,Средний,"Ну вот по центру как будто бы паук стоит. /// А сбоку от него птичка. /// Ну это так, образ.",1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,,,,,
Кандинский,Даниил,Средний,Ну да забавная. /// позитивом веет немного. /// Наверное нет.,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Даниил,Средний,"Ну здесь слишком все гипертрофировано просто. /// Очень много оттенков. /// Ну вот красиво выглядит синий цвет, разные вариации, хорошо обыгрываются.",3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,,,,,
Кандинский,Даниил,Средний,"Ну не то что нет эмоций, просто разглядел получше. /// Ну мне она не импонирует и никак не.. /// в негативном смысле не влияет на меня.",1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,
Кандинский,Даниил,Средний,"Ну первое, что голову приходит. /// Ну вначале я удивился просто, когда первый раз посмотрел, потому что неожиданно было увидеть такую картину. /// А сейчас ну уже чувство чувствую такое..",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,,,,,
Кандинский,Даниил,Средний,"Ну тут все слишком непонятно. /// Если я там окажусь, неизвестно, что там будет. /// Ну здесь слишком все гипертрофировано просто.",1.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,,,,,
Кандинский,Даниил,Средний,"Ну это кажется как с облаками, когда они проплывают. /// Смотришь, угадываешь что-нибудь, что видишь. /// Так ну настроение такое приподнятое из-за ярких тонов картины.",4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,"Ну это так, образ. /// И стоят они у какой-то палки, которая стои(т).. /// просто лежит на земле.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,
Кандинский,Даниил,Средний,"Ну, может быть. /// Первое что пришло. /// Ну это кажется как с облаками, когда они проплывают.",2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Даниил,Средний,"Очень много оттенков. /// Ну вот красиво выглядит синий цвет, разные вариации, хорошо обыгрываются. /// Так просто, любопытная, интересная картина.",4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Даниил,Средний,"Первое что пришло. /// Ну это кажется как с облаками, когда они проплывают. /// Смотришь, угадываешь что-нибудь, что видишь.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Даниил,Средний,"Похоже на природу. /// Как будто паука кого-то вижу, птичку. /// Как будто на ветке это либо на холме сидят животные.",2.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,"Смотришь, угадываешь что-нибудь, что видишь. /// Так ну настроение такое приподнятое из-за ярких тонов картины. /// Но ассоциация сразу идет с природой почему-то у меня.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,Так ну настроение такое приподнятое из-за ярких тонов картины. /// Но ассоциация сразу идет с природой почему-то у меня. /// Изображение природы.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Даниил,Средний,"Так просто, любопытная, интересная картина. /// Интересна своей необычностью. /// Надо вглядываться, чтобы что-то свое увидеть, как все люди так делают в такие моменты, наверное.",3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,"Цветовая гамма там как будто небо, ну потому что там многообразие всего. /// Ну первое, что голову приходит. /// Ну вначале я удивился просто, когда первый раз посмотрел, потому что неожиданно было увидеть такую картину.",3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Даниил,Средний,позитивом веет немного. /// Наверное нет. /// Ну тут все слишком непонятно.,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Даниил,Средний,"просто лежит на земле. /// И сверху краски разные. /// Цветовая гамма там как будто небо, ну потому что там многообразие всего.",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Игорь,Средний,"Боже, какая радость от этой картины! /// Я, в принципе, наверное, у меня в основном все эмоции приглушенные, но вот что-то хорошее, вот это вот чувство, что-то такое вот приятное, что хочется смотреть. /// И смотреть, и смотреть, и изучать.",5.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,,,,,
Кандинский,Игорь,Средний,Вот откуда-то… /// Вот у меня цветовая гамма почему-то вот с Испанией ассоциируется очень мощно. /// Лето.,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,,,,,
Кандинский,Игорь,Средний,"Вот такие закаты июльские. /// Причем закаты не обязательно Испанские. /// Очень похоже на закат вот в Самаре, когда идешь на пляж, на набережную, и закат смотришь, вот там такое же персиковое красивое небо с желтизной.",4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,Вот там сцена из сказки. /// Здесь нет сцены и сказки. /// Это вот…,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"Вот то ли гора, то ли нос, то ли вообще сосок женской груди. /// Вот что-то среднее между этими тремя. /// Понимаешь?",1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Вот тут такая синева, дальше справа персик, не персик, вот какие-то желтые оттенки, лимонные какие-то. /// Все так красиво переходит друг в друга. /// Мне вот это прям…",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,Вот у меня цветовая гамма почему-то вот с Испанией ассоциируется очень мощно. /// Лето. /// Это очень летняя картина.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Вот что за треугольники здесь? /// Наверное, это типа дома должны быть. /// Слушай, ну вот это действительно тут выглядит как смешение…",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Игорь,Средний,Вот что-то среднее между этими тремя. /// Понимаешь? /// Сложно сказать.,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,
Кандинский,Игорь,Средний,"Все так красиво переходит друг в друга. /// Мне вот это прям… /// У меня почему-то ассоциации с Испанией еще есть, не знаю.",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Игорь,Средний,"Все цвета, они как будто бы вот есть в летнем небе. /// То есть слева у нас тут такое, как бы ночь в августе условно, примерно, наверное. /// Справа вот…",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"Да. /// Ну, музей его точно в Испании, а вот кто он, я уже точно не помню. /// По-моему, он испанец тоже был, Сальвадор.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Игорь,Средний,"Здесь нет сцены и сказки. /// Это вот… /// Ну, вот если именно только мое мнение, мое видение воспринимает, что вот это, да, это как будто бы здесь…",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"И за ним вот идет вот так, ну, типа, плечо и рука вниз. /// Вот что за треугольники здесь? /// Наверное, это типа дома должны быть.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,
Кандинский,Игорь,Средний,"И смотреть, и смотреть, и изучать. /// Ну, вот… /// Тело женщины, природа.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,,,,,
Кандинский,Игорь,Средний,"И цвета безумно красиво подобраны. /// Вот тут такая синева, дальше справа персик, не персик, вот какие-то желтые оттенки, лимонные какие-то. /// Все так красиво переходит друг в друга.",5.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Игорь,Средний,Лето. /// Это очень летняя картина. /// Тут как бы все…,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Мне вот это прям… /// У меня почему-то ассоциации с Испанией еще есть, не знаю. /// Хотя на Дали вообще не похоже.",1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Наверное, это типа дома должны быть. /// Слушай, ну вот это действительно тут выглядит как смешение… /// женского тела и вот чего-то такого природного.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Но вот для меня сюжетные картины это вот какие-то такие… /// Ну, вот по типу, да, по типу того, что Васнецов писал. /// Что там?",1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"Но вот именно цвета, вот буйство красок, вот как будто бы что-то испанское такое. /// Ну, а что мы подразумеваем под сюжетом картины? /// Ну, вот сюжет это типа Аленушка, как я сам чувству?.",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,,,,,
Кандинский,Игорь,Средний,"Но вот судя по палочкам по центру, наверное, это должны быть деревья, поэтому, соответственно, части тела отпадают. /// Но тут действительно вот такое пятно, как будто бы вот грудь. /// И за ним вот идет вот так, ну, типа, плечо и рука вниз.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Но при этом вот по ней вот какая-то лошадка ходит, деревья растут, домики стоят. /// Ну, мать природы, короче. /// Только положительные.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Игорь,Средний,"Но тут действительно вот такое пятно, как будто бы вот грудь. /// И за ним вот идет вот так, ну, типа, плечо и рука вниз. /// Вот что за треугольники здесь?",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,
Кандинский,Игорь,Средний,"Ну, а что мы подразумеваем под сюжетом картины? /// Ну, вот сюжет это типа Аленушка, как я сам чувству?. /// Но вот для меня сюжетные картины это вот какие-то такие…",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Ну, вот если именно только мое мнение, мое видение воспринимает, что вот это, да, это как будто бы здесь… /// Это должна быть… /// Я разглядел лошадь!",3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Ну, вот по типу, да, по типу того, что Васнецов писал. /// Что там? /// Вот там сцена из сказки.",2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"Ну, вот сюжет это типа Аленушка, как я сам чувству?. /// Но вот для меня сюжетные картины это вот какие-то такие… /// Ну, вот по типу, да, по типу того, что Васнецов писал.",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"Ну, вот… /// Тело женщины, природа. /// Вот откуда-то…",1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"Ну, да, вот это как будто должна быть аллюзия и сравнение женщины и природы. /// Ну, да, на самом деле, если так подумать над ракурсами, что вот, да, тут еще часть, которая, ну, видимо, должна быть какой-то поляной на фоне, то это как будто может быть типа нога, бедро, например, вдалике. /// Но при этом вот по ней вот какая-то лошадка ходит, деревья растут, домики стоят.",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"Ну, да, на самом деле, если так подумать над ракурсами, что вот, да, тут еще часть, которая, ну, видимо, должна быть какой-то поляной на фоне, то это как будто может быть типа нога, бедро, например, вдалике. /// Но при этом вот по ней вот какая-то лошадка ходит, деревья растут, домики стоят. /// Ну, мать природы, короче.",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,,
Кандинский,Игорь,Средний,"Ну, мать природы, короче. /// Только положительные. /// Ну, я не могу сказать, что вот прям…",2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,,,,,
Кандинский,Игорь,Средний,"Ну, музей его точно в Испании, а вот кто он, я уже точно не помню. /// По-моему, он испанец тоже был, Сальвадор. /// Но вот именно цвета, вот буйство красок, вот как будто бы что-то испанское такое.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Игорь,Средний,"Ну, я не могу сказать, что вот прям… /// Боже, какая радость от этой картины! /// Я, в принципе, наверное, у меня в основном все эмоции приглушенные, но вот что-то хорошее, вот это вот чувство, что-то такое вот приятное, что хочется смотреть.",4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,,,,,
Кандинский,Игорь,Средний,"Он же Испанец? /// Да. /// Ну, музей его точно в Испании, а вот кто он, я уже точно не помню.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Игорь,Средний,"Очень похоже на закат вот в Самаре, когда идешь на пляж, на набережную, и закат смотришь, вот там такое же персиковое красивое небо с желтизной. /// Короче, да, вот это прям… /// Буйство летних красок на этой картине.",4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"По-моему, он испанец тоже был, Сальвадор. /// Но вот именно цвета, вот буйство красок, вот как будто бы что-то испанское такое. /// Ну, а что мы подразумеваем под сюжетом картины?",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Понимаешь? /// Сложно сказать. /// Но вот судя по палочкам по центру, наверное, это должны быть деревья, поэтому, соответственно, части тела отпадают.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,,,,,
Кандинский,Игорь,Средний,"Причем закаты не обязательно Испанские. /// Очень похоже на закат вот в Самаре, когда идешь на пляж, на набережную, и закат смотришь, вот там такое же персиковое красивое небо с желтизной. /// Короче, да, вот это прям…",4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Игорь,Средний,"Сложно сказать. /// Но вот судя по палочкам по центру, наверное, это должны быть деревья, поэтому, соответственно, части тела отпадают. /// Но тут действительно вот такое пятно, как будто бы вот грудь.",1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,
